,Unnamed: 0,Title,Genre,Descrption,Descrption_Processed,Descrption_vect
427,427,The Bourne Identity,"Action, Mystery, Thriller","a man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory.","['man', 'picked', 'fishing', 'boat', ',', 'bullet-riddled', 'suffering', 'amnesia', ',', 'racing', 'elude', 'assassin', 'attempting', 'regain', 'memory', '.']","man picked fishing boat , bullet-riddled suffering amnesia , racing elude assassin attempting regain memory ."
428,428,The Hobbit: The Desolation of Smaug,"Adventure, Drama, Fantasy","the dwarves, along with bilbo baggins and gandalf the grey, continue their quest to reclaim erebor, their homeland, from smaug. bilbo baggins is in possession of a mysterious and magical ring.","['dwarf', ',', 'along', 'bilbo', 'baggins', 'gandalf', 'grey', ',', 'continue', 'quest', 'reclaim', 'erebor', ',', 'homeland', ',', 'smaug', '.', 'bilbo', 'baggins', 'possession', 'mysterious', 'magical', 'ring', '.']","dwarf , along bilbo baggins gandalf grey , continue quest reclaim erebor , homeland , smaug . bilbo baggins possession mysterious magical ring ."
429,429,Captain Phillips,"Action, Biography, Crime","the true story of captain richard phillips and the 2009 hijacking by somali pirates of the u.s.-flagged mv maersk alabama, the first american cargo ship to be hijacked in two hundred years.","['true', 'story', 'captain', 'richard', 'phillips', '2009', 'hijacking', 'somali', 'pirate', 'u.s.-flagged', 'mv', 'maersk', 'alabama', ',', 'first', 'american', 'cargo', 'ship', 'hijacked', 'two', 'hundred', 'year', '.']","true story captain richard phillips 2009 hijacking somali pirate u.s.-flagged mv maersk alabama , first american cargo ship hijacked two hundred year ."
430,430,Misery,"Drama, Thriller","after a famous author is rescued from a car crash by a fan of his novels, he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse.","['famous', 'author', 'rescued', 'car', 'crash', 'fan', 'novel', ',', 'come', 'realize', 'care', 'receiving', 'beginning', 'nightmare', 'captivity', 'abuse', '.']","famous author rescued car crash fan novel , come realize care receiving beginning nightmare captivity abuse ."
431,431,Moon,"Drama, Mystery, Sci-Fi","astronaut sam bell has a quintessentially personal encounter toward the end of his three-year stint on the moon, where he, working alongside his computer, gerty, sends back to earth parcels of a resource that has helped diminish our planet's power problems.","['astronaut', 'sam', 'bell', 'quintessentially', 'personal', 'encounter', 'toward', 'end', 'three-year', 'stint', 'moon', ',', ',', 'working', 'alongside', 'computer', ',', 'gerty', ',', 'sends', 'back', 'earth', 'parcel', 'resource', 'helped', 'diminish', 'planet', ""'s"", 'power', 'problem', '.']","astronaut sam bell quintessentially personal encounter toward end three-year stint moon , , working alongside computer , gerty , sends back earth parcel resource helped diminish planet 's power problem ."
432,432,Captain Fantastic,"Comedy, Drama","in the forests of the pacific northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent.","['forest', 'pacific', 'northwest', ',', 'father', 'devoted', 'raising', 'six', 'kid', 'rigorous', 'physical', 'intellectual', 'education', 'forced', 'leave', 'paradise', 'enter', 'world', ',', 'challenging', 'idea', 'mean', 'parent', '.']","forest pacific northwest , father devoted raising six kid rigorous physical intellectual education forced leave paradise enter world , challenging idea mean parent ."
433,433,Big Hero 6,"Animation, Action, Adventure","a special bond develops between plus-sized inflatable robot baymax and prodigy hiro hamada, who together team up with a group of friends to form a band of high-tech heroes.","['special', 'bond', 'develops', 'plus-sized', 'inflatable', 'robot', 'baymax', 'prodigy', 'hiro', 'hamada', ',', 'together', 'team', 'group', 'friend', 'form', 'band', 'high-tech', 'hero', '.']","special bond develops plus-sized inflatable robot baymax prodigy hiro hamada , together team group friend form band high-tech hero ."
434,434,Isle of Dogs,"Animation, Adventure, Comedy","set in japan, isle of dogs follows a boy's odyssey in search of his lost dog.","['set', 'japan', ',', 'isle', 'dog', 'follows', 'boy', ""'s"", 'odyssey', 'search', 'lost', 'dog', '.']","set japan , isle dog follows boy 's odyssey search lost dog ."
435,435,Mary Poppins,"Comedy, Family, Fantasy","in turn of the century london, a magical nanny employs music and adventure to help two neglected children become closer to their father.","['turn', 'century', 'london', ',', 'magical', 'nanny', 'employ', 'music', 'adventure', 'help', 'two', 'neglected', 'child', 'become', 'closer', 'father', '.']","turn century london , magical nanny employ music adventure help two neglected child become closer father ."
436,436,The Fighter,"Action, Biography, Drama","based on the story of micky ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness.","['based', 'story', 'micky', 'ward', ',', 'fledgling', 'boxer', 'try', 'escape', 'shadow', 'famous', 'troubled', 'older', 'boxing', 'brother', 'get', 'shot', 'greatness', '.']","based story micky ward , fledgling boxer try escape shadow famous troubled older boxing brother get shot greatness ."
437,437,Boyz n the Hood,"Crime, Drama","follows the lives of three young males living in the crenshaw ghetto of los angeles, dissecting questions of race, relationships, violence, and future prospects.","['follows', 'life', 'three', 'young', 'male', 'living', 'crenshaw', 'ghetto', 'los', 'angeles', ',', 'dissecting', 'question', 'race', ',', 'relationship', ',', 'violence', ',', 'future', 'prospect', '.']","follows life three young male living crenshaw ghetto los angeles , dissecting question race , relationship , violence , future prospect ."
438,438,I Saw the Devil,"Action, Crime, Thriller",a secret agent exacts revenge on a serial killer through a series of captures and releases.,"['secret', 'agent', 'exacts', 'revenge', 'serial', 'killer', 'series', 'capture', 'release', '.']",secret agent exacts revenge serial killer series capture release .
439,439,Serenity,"Action, Adventure, Sci-Fi",the crew of the ship serenity try to evade an assassin sent to recapture telepath river.,"['crew', 'ship', 'serenity', 'try', 'evade', 'assassin', 'sent', 'recapture', 'telepath', 'river', '.']",crew ship serenity try evade assassin sent recapture telepath river .
440,440,Serenity,"Drama, Mystery, Thriller",the crew of the ship serenity try to evade an assassin sent to recapture telepath river.,"['crew', 'ship', 'serenity', 'try', 'evade', 'assassin', 'sent', 'recapture', 'telepath', 'river', '.']",crew ship serenity try evade assassin sent recapture telepath river .
441,441,Straight Outta Compton,"Biography, Drama, History","the rap group nwa emerges from the mean streets of compton in los angeles, california, in the mid-1980s and revolutionizes hip hop culture with their music and tales about life in the hood.","['rap', 'group', 'nwa', 'emerges', 'mean', 'street', 'compton', 'los', 'angeles', ',', 'california', ',', 'mid-1980s', 'revolutionizes', 'hip', 'hop', 'culture', 'music', 'tale', 'life', 'hood', '.']","rap group nwa emerges mean street compton los angeles , california , mid-1980s revolutionizes hip hop culture music tale life hood ."
442,442,Awakenings,"Biography, Drama","the victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them.","['victim', 'encephalitis', 'epidemic', 'many', 'year', 'ago', 'catatonic', 'ever', 'since', ',', 'new', 'drug', 'offer', 'prospect', 'reviving', '.']","victim encephalitis epidemic many year ago catatonic ever since , new drug offer prospect reviving ."
443,443,Walk the Line,"Biography, Drama, Music","a chronicle of country music legend johnny cash's life, from his early days on an arkansas cotton farm to his rise to fame with sun records in memphis, where he recorded alongside elvis presley, jerry lee lewis, and carl perkins.","['chronicle', 'country', 'music', 'legend', 'johnny', 'cash', ""'s"", 'life', ',', 'early', 'day', 'arkansas', 'cotton', 'farm', 'rise', 'fame', 'sun', 'record', 'memphis', ',', 'recorded', 'alongside', 'elvis', 'presley', ',', 'jerry', 'lee', 'lewis', ',', 'carl', 'perkins', '.']","chronicle country music legend johnny cash 's life , early day arkansas cotton farm rise fame sun record memphis , recorded alongside elvis presley , jerry lee lewis , carl perkins ."
444,444,The Holy Mountain,"Adventure, Drama, Fantasy","in a corrupt, greed-fueled world, a powerful alchemist leads a messianic character and seven materialistic figures to the holy mountain, where they hope to achieve enlightenment.","['corrupt', ',', 'greed-fueled', 'world', ',', 'powerful', 'alchemist', 'lead', 'messianic', 'character', 'seven', 'materialistic', 'figure', 'holy', 'mountain', ',', 'hope', 'achieve', 'enlightenment', '.']","corrupt , greed-fueled world , powerful alchemist lead messianic character seven materialistic figure holy mountain , hope achieve enlightenment ."
445,445,The Insider,"Biography, Drama, Thriller",a research chemist comes under personal and professional attack when he decides to appear in a 60 minutes exposé on big tobacco.,"['research', 'chemist', 'come', 'personal', 'professional', 'attack', 'decides', 'appear', '60', 'minute', 'exposé', 'big', 'tobacco', '.']",research chemist come personal professional attack decides appear 60 minute exposé big tobacco .
446,446,Paddington 2,"Adventure, Comedy, Family","paddington, now happily settled with the brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his aunt lucy's 100th birthday, only for the gift to be stolen.","['paddington', ',', 'happily', 'settled', 'brown', 'family', 'popular', 'member', 'local', 'community', ',', 'pick', 'series', 'odd', 'job', 'buy', 'perfect', 'present', 'aunt', 'lucy', ""'s"", '100th', 'birthday', ',', 'gift', 'stolen', '.']","paddington , happily settled brown family popular member local community , pick series odd job buy perfect present aunt lucy 's 100th birthday , gift stolen ."
447,447,The Fall,"Adventure, Drama, Fantasy","in a hospital on the outskirts of 1920s los angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances.","['hospital', 'outskirt', '1920s', 'los', 'angeles', ',', 'injured', 'stuntman', 'begin', 'tell', 'fellow', 'patient', ',', 'little', 'girl', 'broken', 'arm', ',', 'fantastic', 'story', 'five', 'mythical', 'hero', '.', 'thanks', 'fractured', 'state', 'mind', 'vivid', 'imagination', ',', 'line', 'fiction', 'reality', 'blur', 'tale', 'advance', '.']","hospital outskirt 1920s los angeles , injured stuntman begin tell fellow patient , little girl broken arm , fantastic story five mythical hero . thanks fractured state mind vivid imagination , line fiction reality blur tale advance ."
448,448,Glory,"Biography, Drama, History","robert gould shaw leads the u.s. civil war's first all-black volunteer company, fighting prejudices from both his own union army, and the confederates.","['robert', 'gould', 'shaw', 'lead', 'u.s.', 'civil', 'war', ""'s"", 'first', 'all-black', 'volunteer', 'company', ',', 'fighting', 'prejudice', 'union', 'army', ',', 'confederate', '.']","robert gould shaw lead u.s. civil war 's first all-black volunteer company , fighting prejudice union army , confederate ."
449,449,Hunt for the Wilderpeople,"Adventure, Comedy, Drama",a national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild new zealand bush.,"['national', 'manhunt', 'ordered', 'rebellious', 'kid', 'foster', 'uncle', 'go', 'missing', 'wild', 'new', 'zealand', 'bush', '.']",national manhunt ordered rebellious kid foster uncle go missing wild new zealand bush .
450,450,The Remains of the Day,"Drama, Romance",a butler who sacrificed body and soul to service in the years leading up to world war ii realizes too late how misguided his loyalty was to his lordly employer.,"['butler', 'sacrificed', 'body', 'soul', 'service', 'year', 'leading', 'world', 'war', 'ii', 'realizes', 'late', 'misguided', 'loyalty', 'lordly', 'employer', '.']",butler sacrificed body soul service year leading world war ii realizes late misguided loyalty lordly employer .
451,451,Mississippi Burning,"Crime, Drama, Mystery",two f.b.i. agents with wildly different styles arrive in mississippi to investigate the disappearance of some civil rights activists.,"['two', 'f.b.i', '.', 'agent', 'wildly', 'different', 'style', 'arrive', 'mississippi', 'investigate', 'disappearance', 'civil', 'right', 'activist', '.']",two f.b.i . agent wildly different style arrive mississippi investigate disappearance civil right activist .
452,452,How to Train Your Dragon 2,"Animation, Action, Adventure","when hiccup and toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious dragon rider, the two friends find themselves at the center of a battle to protect the peace.","['hiccup', 'toothless', 'discover', 'ice', 'cave', 'home', 'hundred', 'new', 'wild', 'dragon', 'mysterious', 'dragon', 'rider', ',', 'two', 'friend', 'find', 'center', 'battle', 'protect', 'peace', '.']","hiccup toothless discover ice cave home hundred new wild dragon mysterious dragon rider , two friend find center battle protect peace ."
453,453,The Conversation,"Drama, Mystery, Thriller","a paranoid, secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered.","['paranoid', ',', 'secretive', 'surveillance', 'expert', 'crisis', 'conscience', 'suspect', 'couple', 'spying', 'murdered', '.']","paranoid , secretive surveillance expert crisis conscience suspect couple spying murdered ."
454,454,Dawn of the Dead,"Horror, Thriller","following an ever-growing epidemic of zombies that have risen from the dead, two philadelphia s.w.a.t. team members, a traffic reporter, and his television executive girlfriend seek refuge in a secluded shopping mall.","['following', 'ever-growing', 'epidemic', 'zombie', 'risen', 'dead', ',', 'two', 'philadelphia', 's.w.a.t', '.', 'team', 'member', ',', 'traffic', 'reporter', ',', 'television', 'executive', 'girlfriend', 'seek', 'refuge', 'secluded', 'shopping', 'mall', '.']","following ever-growing epidemic zombie risen dead , two philadelphia s.w.a.t . team member , traffic reporter , television executive girlfriend seek refuge secluded shopping mall ."
455,455,Dawn of the Dead,"Action, Horror","following an ever-growing epidemic of zombies that have risen from the dead, two philadelphia s.w.a.t. team members, a traffic reporter, and his television executive girlfriend seek refuge in a secluded shopping mall.","['following', 'ever-growing', 'epidemic', 'zombie', 'risen', 'dead', ',', 'two', 'philadelphia', 's.w.a.t', '.', 'team', 'member', ',', 'traffic', 'reporter', ',', 'television', 'executive', 'girlfriend', 'seek', 'refuge', 'secluded', 'shopping', 'mall', '.']","following ever-growing epidemic zombie risen dead , two philadelphia s.w.a.t . team member , traffic reporter , television executive girlfriend seek refuge secluded shopping mall ."
456,456,Changeling,"Biography, Crime, Drama",grief-stricken mother christine collins (angelina jolie) takes on the l.a.p.d. to her own detriment when they try to pass off an obvious impostor as her missing child.,"['grief-stricken', 'mother', 'christine', 'collins', '(', 'angelina', 'jolie', ')', 'take', 'l.a.p.d', '.', 'detriment', 'try', 'pas', 'obvious', 'impostor', 'missing', 'child', '.']",grief-stricken mother christine collins ( angelina jolie ) take l.a.p.d . detriment try pas obvious impostor missing child .
457,457,Ed Wood,"Biography, Comedy, Drama","ambitious but troubled movie director edward d. wood jr. tries his best to fulfill his dreams, despite his lack of talent.","['ambitious', 'troubled', 'movie', 'director', 'edward', 'd.', 'wood', 'jr.', 'try', 'best', 'fulfill', 'dream', ',', 'despite', 'lack', 'talent', '.']","ambitious troubled movie director edward d. wood jr. try best fulfill dream , despite lack talent ."
458,458,The Right Stuff,"Adventure, Biography, Drama","the u.s. space program's development from the breaking of the sound barrier to selection of the mercury 7 astronauts, from a group of test pilots with a more seat-of-the-pants approach than the program's more cautious engineers preferred.","['u.s.', 'space', 'program', ""'s"", 'development', 'breaking', 'sound', 'barrier', 'selection', 'mercury', '7', 'astronaut', ',', 'group', 'test', 'pilot', 'seat-of-the-pants', 'approach', 'program', ""'s"", 'cautious', 'engineer', 'preferred', '.']","u.s. space program 's development breaking sound barrier selection mercury 7 astronaut , group test pilot seat-of-the-pants approach program 's cautious engineer preferred ."
459,459,The King of Comedy,"Comedy, Crime, Drama","rupert pupkin is a passionate yet unsuccessful comic who craves nothing more than to be in the spotlight and to achieve this, he stalks and kidnaps his idol to take the spotlight for himself.","['rupert', 'pupkin', 'passionate', 'yet', 'unsuccessful', 'comic', 'craves', 'nothing', 'spotlight', 'achieve', ',', 'stalk', 'kidnaps', 'idol', 'take', 'spotlight', '.']","rupert pupkin passionate yet unsuccessful comic craves nothing spotlight achieve , stalk kidnaps idol take spotlight ."
460,460,The Best Offer,"Crime, Drama, Mystery",a lonely art expert working for a mysterious and reclusive heiress finds not only her art worth examining.,"['lonely', 'art', 'expert', 'working', 'mysterious', 'reclusive', 'heiress', 'find', 'art', 'worth', 'examining', '.']",lonely art expert working mysterious reclusive heiress find art worth examining .
461,461,The Day of the Jackal,"Crime, Drama, Thriller","in the aftermath of france allowing algeria's independence, a group of resentful military veterans hire a professional assassin codenamed ""jackal"" to kill president charles de gaulle.","['aftermath', 'france', 'allowing', 'algeria', ""'s"", 'independence', ',', 'group', 'resentful', 'military', 'veteran', 'hire', 'professional', 'assassin', 'codenamed', '``', 'jackal', ""''"", 'kill', 'president', 'charles', 'de', 'gaulle', '.']","aftermath france allowing algeria 's independence , group resentful military veteran hire professional assassin codenamed `` jackal '' kill president charles de gaulle ."
462,462,Night of the Living Dead,"Horror, Thriller",a ragtag group of pennsylvanians barricade themselves in an old farmhouse to remain safe from a horde of flesh-eating ghouls that are ravaging the east coast of the united states.,"['ragtag', 'group', 'pennsylvanian', 'barricade', 'old', 'farmhouse', 'remain', 'safe', 'horde', 'flesh-eating', 'ghoul', 'ravaging', 'east', 'coast', 'united', 'state', '.']",ragtag group pennsylvanian barricade old farmhouse remain safe horde flesh-eating ghoul ravaging east coast united state .
463,463,Night of the Living Dead,Horror,a ragtag group of pennsylvanians barricade themselves in an old farmhouse to remain safe from a horde of flesh-eating ghouls that are ravaging the east coast of the united states.,"['ragtag', 'group', 'pennsylvanian', 'barricade', 'old', 'farmhouse', 'remain', 'safe', 'horde', 'flesh-eating', 'ghoul', 'ravaging', 'east', 'coast', 'united', 'state', '.']",ragtag group pennsylvanian barricade old farmhouse remain safe horde flesh-eating ghoul ravaging east coast united state .
464,464,Kramer vs. Kramer,Drama,"after his wife leaves him, a work-obsessed manhattan advertising executive is forced to learn long-neglected parenting skills, but a heated custody battle over the couple's young son deepens the wounds left by the separation.","['wife', 'leaf', ',', 'work-obsessed', 'manhattan', 'advertising', 'executive', 'forced', 'learn', 'long-neglected', 'parenting', 'skill', ',', 'heated', 'custody', 'battle', 'couple', ""'s"", 'young', 'son', 'deepens', 'wound', 'left', 'separation', '.']","wife leaf , work-obsessed manhattan advertising executive forced learn long-neglected parenting skill , heated custody battle couple 's young son deepens wound left separation ."
465,465,The Outlaw Josey Wales,Western,missouri farmer josey wales joins a confederate guerrilla unit and winds up on the run from the union soldiers who murdered his family.,"['missouri', 'farmer', 'josey', 'wale', 'join', 'confederate', 'guerrilla', 'unit', 'wind', 'run', 'union', 'soldier', 'murdered', 'family', '.']",missouri farmer josey wale join confederate guerrilla unit wind run union soldier murdered family .
466,466,Letters from Iwo Jima,"Action, Adventure, Drama","the story of the battle of iwo jima between the united states and imperial japan during world war ii, as told from the perspective of the japanese who fought it.","['story', 'battle', 'iwo', 'jima', 'united', 'state', 'imperial', 'japan', 'world', 'war', 'ii', ',', 'told', 'perspective', 'japanese', 'fought', '.']","story battle iwo jima united state imperial japan world war ii , told perspective japanese fought ."
467,467,Breaking the Waves,Drama,"oilman jan is paralyzed in an accident. his wife, who prayed for his return, feels guilty; even more, when jan urges her to have sex with another.","['oilman', 'jan', 'paralyzed', 'accident', '.', 'wife', ',', 'prayed', 'return', ',', 'feel', 'guilty', ';', 'even', ',', 'jan', 'urge', 'sex', 'another', '.']","oilman jan paralyzed accident . wife , prayed return , feel guilty ; even , jan urge sex another ."
468,468,All That Jazz,"Drama, Music, Musical","director/choreographer bob fosse tells his own life story as he details the sordid career of joe gideon, a womanizing, drug-using dancer.","['director/choreographer', 'bob', 'fosse', 'tell', 'life', 'story', 'detail', 'sordid', 'career', 'joe', 'gideon', ',', 'womanizing', ',', 'drug-using', 'dancer', '.']","director/choreographer bob fosse tell life story detail sordid career joe gideon , womanizing , drug-using dancer ."
469,469,My Left Foot,"Biography, Drama","christy brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot.","['christy', 'brown', ',', 'born', 'cerebral', 'palsy', ',', 'learns', 'paint', 'write', 'controllable', 'limb', '-', 'left', 'foot', '.']","christy brown , born cerebral palsy , learns paint write controllable limb - left foot ."
470,470,Cabaret,"Drama, Music, Musical",a female girlie club entertainer in weimar republic era berlin romances two men while the nazi party rises to power around them.,"['female', 'girlie', 'club', 'entertainer', 'weimar', 'republic', 'era', 'berlin', 'romance', 'two', 'men', 'nazi', 'party', 'rise', 'power', 'around', '.']",female girlie club entertainer weimar republic era berlin romance two men nazi party rise power around .
471,471,October Sky,"Biography, Drama, Family","the true story of homer hickam, a coal miner's son who was inspired by the first sputnik launch to take up rocketry against his father's wishes.","['true', 'story', 'homer', 'hickam', ',', 'coal', 'miner', ""'s"", 'son', 'inspired', 'first', 'sputnik', 'launch', 'take', 'rocketry', 'father', ""'s"", 'wish', '.']","true story homer hickam , coal miner 's son inspired first sputnik launch take rocketry father 's wish ."
472,472,The Killing Fields,"Biography, Drama, History","a journalist is trapped in cambodia during tyrant pol pot's bloody 'year zero' cleansing campaign, which claimed the lives of two million 'undesirable' civilians.","['journalist', 'trapped', 'cambodia', 'tyrant', 'pol', 'pot', ""'s"", 'bloody', ""'year"", 'zero', ""'"", 'cleansing', 'campaign', ',', 'claimed', 'life', 'two', 'million', ""'undesirable"", ""'"", 'civilian', '.']","journalist trapped cambodia tyrant pol pot 's bloody 'year zero ' cleansing campaign , claimed life two million 'undesirable ' civilian ."
473,473,My Fair Lady,"Drama, Family, Musical","in 1910s london, snobbish phonetics professor henry higgins agrees to a wager that he can make crude flower girl, eliza doolittle, presentable in high society.","['1910s', 'london', ',', 'snobbish', 'phonetics', 'professor', 'henry', 'higgins', 'agrees', 'wager', 'make', 'crude', 'flower', 'girl', ',', 'eliza', 'doolittle', ',', 'presentable', 'high', 'society', '.']","1910s london , snobbish phonetics professor henry higgins agrees wager make crude flower girl , eliza doolittle , presentable high society ."
474,474,Manhattan,"Comedy, Drama, Romance",the life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,"['life', 'divorced', 'television', 'writer', 'dating', 'teenage', 'girl', 'complicated', 'fall', 'love', 'best', 'friend', ""'s"", 'mistress', '.']",life divorced television writer dating teenage girl complicated fall love best friend 's mistress .
475,475,Once,"Drama, Music, Romance","a modern-day musical about a busker and an immigrant and their eventful week in dublin, as they write, rehearse and record songs that tell their love story.","['modern-day', 'musical', 'busker', 'immigrant', 'eventful', 'week', 'dublin', ',', 'write', ',', 'rehearse', 'record', 'song', 'tell', 'love', 'story', '.']","modern-day musical busker immigrant eventful week dublin , write , rehearse record song tell love story ."
476,476,Lilya 4-Ever,"Crime, Drama","sixteen-year-old lilja and her only friend, the young boy volodja, live in russia, fantasizing about a better life. one day, lilja falls in love with andrej, who is going to sweden, and invites lilja to come along and start a new life.","['sixteen-year-old', 'lilja', 'friend', ',', 'young', 'boy', 'volodja', ',', 'live', 'russia', ',', 'fantasizing', 'better', 'life', '.', 'one', 'day', ',', 'lilja', 'fall', 'love', 'andrej', ',', 'going', 'sweden', ',', 'invite', 'lilja', 'come', 'along', 'start', 'new', 'life', '.']","sixteen-year-old lilja friend , young boy volodja , live russia , fantasizing better life . one day , lilja fall love andrej , going sweden , invite lilja come along start new life ."
477,477,Freaks,"Drama, Horror","a circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance.","['circus', ""'"", 'beautiful', 'trapeze', 'artist', 'agrees', 'marry', 'leader', 'side-show', 'performer', ',', 'deformed', 'friend', 'discover', 'marrying', 'inheritance', '.']","circus ' beautiful trapeze artist agrees marry leader side-show performer , deformed friend discover marrying inheritance ."
478,478,Batman: Mask of the Phantasm,"Animation, Action, Adventure",batman is wrongly implicated in a series of murders of mob bosses actually done by a new vigilante assassin.,"['batman', 'wrongly', 'implicated', 'series', 'murder', 'mob', 'boss', 'actually', 'done', 'new', 'vigilante', 'assassin', '.']",batman wrongly implicated series murder mob boss actually done new vigilante assassin .
479,479,The Umbrellas of Cherbourg,"Drama, Musical, Romance",a young woman separated from her lover by war faces a life-altering decision.,"['young', 'woman', 'separated', 'lover', 'war', 'face', 'life-altering', 'decision', '.']",young woman separated lover war face life-altering decision .
480,480,Hannah and Her Sisters,"Comedy, Drama","between two thanksgivings two years apart, hannah's husband falls in love with her sister lee, while her hypochondriac ex-husband rekindles his relationship with her sister holly.","['two', 'thanksgiving', 'two', 'year', 'apart', ',', 'hannah', ""'s"", 'husband', 'fall', 'love', 'sister', 'lee', ',', 'hypochondriac', 'ex-husband', 'rekindles', 'relationship', 'sister', 'holly', '.']","two thanksgiving two year apart , hannah 's husband fall love sister lee , hypochondriac ex-husband rekindles relationship sister holly ."
481,481,Loving Vincent,"Animation, Drama, Mystery","in a story depicted in oil painted animation, a young man comes to the last hometown of painter vincent van gogh to deliver the troubled artist's final letter and ends up investigating his final days there.","['story', 'depicted', 'oil', 'painted', 'animation', ',', 'young', 'man', 'come', 'last', 'hometown', 'painter', 'vincent', 'van', 'gogh', 'deliver', 'troubled', 'artist', ""'s"", 'final', 'letter', 'end', 'investigating', 'final', 'day', '.']","story depicted oil painted animation , young man come last hometown painter vincent van gogh deliver troubled artist 's final letter end investigating final day ."
482,482,The World's Fastest Indian,"Biography, Drama, Sport","the story of new zealander burt munro, who spent years rebuilding a 1920 indian motorcycle, which helped him set the land speed world record at utah's bonneville salt flats in 1967.","['story', 'new', 'zealander', 'burt', 'munro', ',', 'spent', 'year', 'rebuilding', '1920', 'indian', 'motorcycle', ',', 'helped', 'set', 'land', 'speed', 'world', 'record', 'utah', ""'s"", 'bonneville', 'salt', 'flat', '1967', '.']","story new zealander burt munro , spent year rebuilding 1920 indian motorcycle , helped set land speed world record utah 's bonneville salt flat 1967 ."
483,483,Land of Mine,"Drama, History, War","in post-world war ii denmark, a group of young german pows are forced to clear a beach of thousands of land mines under the watch of a danish sergeant who slowly learns to appreciate their plight.","['post-world', 'war', 'ii', 'denmark', ',', 'group', 'young', 'german', 'pow', 'forced', 'clear', 'beach', 'thousand', 'land', 'mine', 'watch', 'danish', 'sergeant', 'slowly', 'learns', 'appreciate', 'plight', '.']","post-world war ii denmark , group young german pow forced clear beach thousand land mine watch danish sergeant slowly learns appreciate plight ."
484,484,All About My Mother,"Comedy, Drama, Romance","young esteban wants to become a writer and also to discover the identity of his second mother, a trans woman, carefully concealed by his mother manuela.","['young', 'esteban', 'want', 'become', 'writer', 'also', 'discover', 'identity', 'second', 'mother', ',', 'trans', 'woman', ',', 'carefully', 'concealed', 'mother', 'manuela', '.']","young esteban want become writer also discover identity second mother , trans woman , carefully concealed mother manuela ."
485,485,Guess Who's Coming to Dinner,"Comedy, Drama",a couple's attitudes are challenged when their daughter introduces them to her african-american fiancé.,"['couple', ""'s"", 'attitude', 'challenged', 'daughter', 'introduces', 'african-american', 'fiancé', '.']",couple 's attitude challenged daughter introduces african-american fiancé .
486,486,The White Ribbon,"Drama, Mystery, Thriller","strange events happen in a small village in the north of germany during the years before world war i, which seem to be ritual punishment. who is responsible?","['strange', 'event', 'happen', 'small', 'village', 'north', 'germany', 'year', 'world', 'war', ',', 'seem', 'ritual', 'punishment', '.', 'responsible', '?']","strange event happen small village north germany year world war , seem ritual punishment . responsible ?"
487,487,The Bride of Frankenstein,"Drama, Horror, Sci-Fi","mary shelley reveals the main characters of her novel survived: dr. frankenstein, goaded by an even madder scientist, builds his monster a mate.","['mary', 'shelley', 'reveals', 'main', 'character', 'novel', 'survived', ':', 'dr.', 'frankenstein', ',', 'goaded', 'even', 'madder', 'scientist', ',', 'build', 'monster', 'mate', '.']","mary shelley reveals main character novel survived : dr. frankenstein , goaded even madder scientist , build monster mate ."
488,488,A Prophet,"Crime, Drama",a young algerian man is sent to a french prison.,"['young', 'algerian', 'man', 'sent', 'french', 'prison', '.']",young algerian man sent french prison .
489,489,"I, Daniel Blake",Drama,"after surviving a heart-attack, a 59-year-old carpenter must fight bureaucratic forces to receive employment and support allowance.","['surviving', 'heart-attack', ',', '59-year-old', 'carpenter', 'must', 'fight', 'bureaucratic', 'force', 'receive', 'employment', 'support', 'allowance', '.']","surviving heart-attack , 59-year-old carpenter must fight bureaucratic force receive employment support allowance ."
490,490,The Lunchbox,"Drama, Romance",a mistaken delivery in mumbai's famously efficient lunchbox delivery system connects a young housewife to an older man in the dusk of his life as they build a fantasy world together through notes in the lunchbox.,"['mistaken', 'delivery', 'mumbai', ""'s"", 'famously', 'efficient', 'lunchbox', 'delivery', 'system', 'connects', 'young', 'housewife', 'older', 'man', 'dusk', 'life', 'build', 'fantasy', 'world', 'together', 'note', 'lunchbox', '.']",mistaken delivery mumbai 's famously efficient lunchbox delivery system connects young housewife older man dusk life build fantasy world together note lunchbox .
